review_index,stars,name,review,publishedAtDate,visit_time,wait_time,tolerance_label,wait_threshold,wait_satisfaction,time_sensitivity,wait_queue_perception,wait_queue_management,wait_environment,facility_quality,technical_issues,safety_perception,staff_attitude,customer_service,express_value,overall_value,recommend_score,overall_satisfaction,weekday,weekend,holiday,wait_time_numeric,season_factor,rides_count,shows_count,other_count,avg_thrill_level,max_thrill_level,facility_diversity,express_usage,main_facility_popularity,review_length_norm,detailed_mention,complaint_intensity,positive_sentiment_ratio,group_interaction_indicator,holiday_pressure_factor,seasonal_mood_adjustment
2880,5,user_2867,A must visit adventures place for all visitors. There are lots of adventures rides inside and good cartoon theme as well. Entire day is also not enough. Its recommended to start day as early as 9 in the morning so that all the rides can be covered,7/26/24,Weekday,No wait,high_tolerance,31.68,very_satisfied,time_tolerant,0.2023,0.087,0.25,0.8024,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8024,1,0,0,0,1.0,0,0,1,0.0,0.0,0.3333333333333333,0,0.1569912609238452,0.494,0.0,0.022860998650472336,0.184,0.0,0.0,0.0
2881,1,user_2868,"I have done multiple universal studios and this one is the worst. First ride (Cylon), 20min displayed on the app / 5min displayed on the ride itself... at the end, it was 2h30 Such a joke .... Then we waited for Jurassic Park ride (the one on the water). Estimated time at 50min... the ride was under maintenance for 2hours .... With no compensation or commercial gesture. Usually when this scenario happens, the staff is providing an exceptional fast pass just for this ride to compensate your waiting.... The park looks old and not really maintained. Looks like they dont know how to manage the park. There are plenty of useless staff and the service is really cheap.... Its a shame !",7/26/24,Weekday,1030 min,tolerance_collapse,10.368,dissatisfied,time_tolerant,0.0,0.0,0.38461538461538464,-0.819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.819,1,0,0,20,1.0,2,1,4,0.2857142857142857,1.0,1.0,1,0.2691427382438618,1.0,0.3333333333333333,0.09426907453628934,0.037,0.5,0.0,0.3333333333333333
2883,4,user_2870,This is the fantastic place to visit. Must experience the thrilling rides. More techno shows are expected from this organisation. But good experience. Keep it up.,7/26/24,Weekday,Up to 10 min,high_tolerance,38.016,very_satisfied,time_tolerant,0.0,0.0,0.0,0.802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802,1,0,0,5,1.0,0,0,1,0.0,0.0,0.3333333333333333,0,0.1569912609238452,0.324,0.0,0.030864197530864196,0.263,0.0,0.0,0.08333333333333333
2884,1,user_2871,"Very poor experience. We are only visiting Singapore for one day only. Unfortunately all lines to all rides are at least an hour and 10 minutes long. So far we have only seen the line to one ride which was delayed even further for an unknown reason. Unfortunately a day at universal studios will only allow for my children to go on 3 rides if they are lucky, and standing in lines for at least 3 hours. Over priced for this experience.",7/26/24,Weekday,1 hr,tolerance_collapse,50.0,dissatisfied,time_sensitive,-0.25,-0.027999999999999997,0.5,-0.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.659,1,0,0,60,1.0,0,0,1,0.0,0.0,0.3333333333333333,0,0.09966708281315023,0.87,0.0,0.016091954022988506,0.052,1.0,0.0,1.0
2885,1,user_2872,"Lines are long, they are greedy and upgrade visitors to vip that can afford it to cut the lines which slows down the general line even more. In the park for 4 hours today and will only have time for 2 rides, after paying 400 for the family to get in. Over priced and not worth it.",7/26/24,Weekday,1 hr,tolerance_collapse,50.0,dissatisfied,time_sensitive,-0.0258,-0.020000000000000004,0.6666666666666666,-0.194,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-0.194,1,0,0,60,1.0,0,2,0,0.2,0.3,0.3333333333333333,0,0.2691427382438618,0.56,0.0,0.01609062980030722,0.053,0.5,0.0,1.0
2887,2,user_2874,"Nice park, that's for sure. Entrance on the large side, also very busy, you will have to wait in line for an hour or much longer. You get the feeling that you are mainly part of a commercial plan to milk yourself as much as possible, once but not again.",7/26/24,Weekday,1 hr,tolerance_collapse,50.0,neutral,time_sensitive,0.0,0.0,0.3333333333333333,0.4215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4215,1,0,0,60,1.0,1,1,2,0.15,0.3,1.0,1,0.18388472742405326,0.506,0.0,0.01760483394666303,0.093,0.0,0.0,1.0
2888,5,user_2875,Very good place to visit. All adults and children enjoy together. If you want to get an amazing experience you should go to visit this place.,7/26/24,Weekday,Up to 10 min,high_tolerance,31.68,very_satisfied,time_tolerant,0.0,0.0,0.0,0.8883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8883,1,0,0,5,1.0,0,0,2,0.0,0.0,0.3333333333333333,0,0.1569912609238452,0.282,0.0,0.02127659574468085,0.343,0.5,0.0,0.08333333333333333
2890,5,user_2877,"Loved both the Battlestar Galactica rides. The wait time was really high, though. I was in line for 60 mins for the Battlestar Galactica Cylon ride.",7/26/24,Weekday,1030 min,high_tolerance,89.1,very_satisfied,time_tolerant,0.0,0.0,0.6666666666666666,0.5994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5994,1,0,0,20,1.0,2,1,0,0.7333333333333333,1.0,0.6666666666666666,0,0.2691427382438618,0.296,0.3333333333333333,0.05405405405405406,0.135,0.0,0.0,0.3333333333333333
2891,5,user_2878,"Saturday morning visit Waited for about 5 minutes and entered around 9:50. I recommend riding Transformers first! Since the run is open, even on a Saturday, I can enjoy almost everything right away without the express ;)",7/26/24,Weekend,1030 min,high_tolerance,33.0,very_satisfied,time_tolerant,0.0,0.0,0.3333333333333333,0.6515,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6515,0,1,0,20,1.0,1,0,2,0.26666666666666666,0.8,0.6666666666666666,1,0.18388472742405326,0.44,0.0,0.0984848484848485,0.144,0.0,0.0,0.3333333333333333
2892,1,user_2879,"I wish I could give a minuse star. Very few rides with more than 2 hours queue. The timings the rides display are always wrong. It was very crowded and had no point in buying tickets in advance. You have to wait in the very long queue when you enter. Food options are very, very expensive. Please don't waste your time and money. Los Angeles's universal studio is far more well organised than here.",7/25/24,Weekday,3060 min,tolerance_collapse,35.0,dissatisfied,time_sensitive,0.0,0.0,0.25,0.6081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6081,1,0,0,45,1.0,0,1,1,0.15,0.3,0.6666666666666666,0,0.2691427382438618,0.796,0.0,0.03296876539560548,0.123,0.0,0.0,0.75
2893,2,user_2880,"Went on Thursday, 25 July with my family. When we reached, there were a lot of people outside! Lots of tour groups too. And there was a bit of queue to enter the park too. Was very disappointed that the first ride we went to, had a malfunction. And we had spent 40mins waiting to go for the ride. Only to have it stop just as it had started. There were instructions to stay in our seats and that the ride would resume soon. We waited for another 20mins. We had thought the ride would resume. But we were brought to the end of the ride. After spending more than an hour in the the attraction. The staff there gave the affected guests a free fast pass for one ride. But still, time had been wasted. But most of the day, we just spent waiting to get on rides as the timing would be 30 to 60mins for each ride. I guess because the park was blocked and they were making another attraction. But it was also super crowded! And not only that, but it was also hard to get around. And while queing up, some guests kept pushing and going into our space. Overall not a good experience today. But the rides were great as usual. Maybe next time, there could be a limit as to how much guests should be allowed into the park. As it really was too crowded. Thank you",7/25/24,Weekday,3060 min,tolerance_collapse,35.0,neutral,time_sensitive,0.431,0.036,0.25,0.9496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9496,1,0,0,45,1.0,0,2,5,0.05714285714285715,0.3,0.6666666666666666,1,0.2691427382438618,1.0,0.0,0.15657422908023388,0.103,1.0,0.0,0.75
2895,4,user_2882,Good amusement park for Singapore but quite small and quick to visit.,7/25/24,Weekday,No wait,high_tolerance,38.016,very_satisfied,time_tolerant,0.0,0.0,0.0,0.4019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4019,1,0,0,0,1.0,0,0,1,0.0,0.0,0.3333333333333333,0,0.1569912609238452,0.138,0.0,0.028985507246376812,0.27,0.0,0.0,0.0
2896,1,user_2883,Worst place to go its too over crowded there must be a limit of number of people. Every ride has minimum 2 hours queue waiting for normal and 30 minutes queue for express. I visited on Thursday July 25 2024. Such long queues in sunny day cannot give a good experience,7/25/24,Weekday,1 hr,tolerance_collapse,50.0,dissatisfied,time_sensitive,0.1012,0.012999999999999998,0.5,-0.5277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5277,1,0,0,60,1.0,0,0,2,0.0,0.0,0.3333333333333333,1,0.18388472742405326,0.534,0.0,0.02853251617296561,0.071,0.0,0.0,1.0
2898,5,user_2885,"Best to buy tickets in advance amd be there at the earliest time possible. If you have extra, get that superpass to avoid queueing in lines, it saves you a lot of time and effort to roam around",7/25/24,Weekday,No wait,high_tolerance,39.6,very_satisfied,time_tolerant,-0.296,-0.087,0.5,0.4588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4588,1,0,0,0,1.0,0,1,0,0.3,0.3,0.3333333333333333,0,0.2691427382438618,0.386,0.0,0.010362694300518135,0.099,0.0,0.0,0.0
2900,5,user_2887,"Always be my favorite place to visit in Singapore Been visit USS 4-5times so far. And always had great time Current situation, they still build The Minions Land. Hopefully the construction will be finish end of this year.. Eventhough, the USS is the smallest Universal Studio, i guess, but still its worthed to visit",7/25/24,Weekend,1 hr,high_tolerance,70.0,very_satisfied,time_tolerant,0.0,0.0,0.0,0.6249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6597,0,1,0,60,1.0,1,1,0,0.35,0.4,0.6666666666666666,0,0.2691427382438618,0.632,1.0,0.056962025316455694,0.111,0.5,0.0,1.0
2904,5,user_2891,"I didnt expect that buying tickets at Tsuna is more expensive than buying tickets on site. Its summer vacation and many people are going there. Its really hot and sunny, so be sure to wear sunscreen.",7/25/24,Weekday,No wait,high_tolerance,47.52,very_satisfied,time_tolerant,0.0,0.0,0.0,0.6851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6851,1,0,0,0,1.0,1,0,0,0.3,0.3,0.3333333333333333,0,0.00717852684144819,0.398,0.0,0.028230583813375825,0.142,0.0,0.0,0.0
2905,5,user_2892,"My sincere appreciation for the exceptional professionalism exhibited by your staffs Lynne, Rosemary, and Karthik during our visit to Universal Studio Singapore on 23.7.2024. Their attentiveness and courteous service. I'm tour Manager from Guideline Travels and my guests are Jain vegetarian. I have catered food for them, as they can't consume vegetables such as potatoes, garlic, and onion. I didn't know there's no re-entry for Universal Studio Singapore. I spoke to Mr. Lynne to allow my guests for a re-entry once they have consumed their food, and they will enter back to Universal Studio Singapore. Lynne was of great help to allow my guests to be re-entry. I would also like to greatly appreciate the assistance of Ms. Rosemary and Mr. Karthik in ensuring that the guests are given a re-entry stamp. Their willingness to accommodate as my guests are Jain vegetarian undoubtedly enhance the experience for all attendees. Now, knowing there is no re-entry, my next visit, I will inform my Travels not to cater food for our guests. Thank you once again for the excellent service and attention to detail.",7/25/24,Public holiday,No wait,high_tolerance,26.400000000000002,very_satisfied,time_tolerant,0.7184,0.214,0.09090909090909091,0.8271,0.0,0.0,0.969,0.234,0.0,0.0,0.0,0.9855,0,0,1,0,1.0,0,0,2,0.0,0.0,0.3333333333333333,0,0.12910944652517686,1.0,1.0,0.04020702411195792,0.182,0.5,0.0,0.0
2907,5,user_2894,"I was there on a rainy day, bought express pass so that no need to wait a long line.",7/25/24,Weekday,No wait,high_tolerance,32.4,dissatisfied,time_tolerant,-0.4173,-0.182,1.0,-0.4173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4173,1,0,0,0,1.0,0,0,1,0.0,0.0,0.3333333333333333,1,0.18388472742405326,0.168,0.0,0.027777777777777776,0.0,0.0,0.0,0.0
2909,5,user_2896,"Beautiful and fun games. It takes 4 to 5 hours to finish the games. It is best to buy an Express card. The amount is very high, but it is enough for you to have to wait..",7/24/24,Weekday,Up to 10 min,high_tolerance,47.52,very_satisfied,time_tolerant,0.0,0.0,0.5,0.7351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7351,1,0,0,5,1.0,0,0,3,0.0,0.0,0.3333333333333333,1,0.20807324178110695,0.34,0.3333333333333333,0.02941176470588235,0.175,0.0,0.0,0.08333333333333333
2912,3,user_2899,"It's okay, but it's a bit small. The facilities may malfunction.",7/24/24,Weekday,1 hr,critical_tolerance,60.0,neutral,time_tolerant,0.0,0.0,0.0,0.1154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1154,1,0,0,60,1.0,0,0,1,0.0,0.0,0.3333333333333333,0,0.20807324178110695,0.128,0.0,0.03125,0.127,0.0,0.0,1.0
2913,5,user_2900,"Amazing theme park in Southeast Asia. Love the design, atmosphere, and many attractions to enjoy. Like almost everything else in Singapore, the operations are very efficient and HighTech. The waiting at the opening gate was usually crowded, especially during the Holidays or weekend on peak season, but rest assured that the lines are moving very quickly and to save more time, I suggest you buy the ticket online (I used Klook). The line to any attractions is quite long though, so if you want to save some times, you can buy the Universal Express Pass. The attractions, went through almost every one of them and enjoy it so much. The staffs are also very courteous, saw a few people trying to cut the line but the staffs handled it very professionally so kudos to them. Love everything here and would be a great place to enjoy your day with your partner or love ones. With many attractions are currently on the way, I hope to visit there again one day.",7/24/24,Weekend,Up to 10 min,high_tolerance,26.400000000000002,very_satisfied,time_tolerant,0.9833,0.23800000000000002,0.3333333333333333,0.9493,0.0,0.0,0.8584,0.192,0.0,0.0,0.3,0.9977,0,1,0,5,1.0,0,1,2,0.09999999999999999,0.3,0.6666666666666666,1,0.2691427382438618,1.0,0.6666666666666666,0.023060796645702306,0.35,0.0,0.0,0.08333333333333333
2915,3,user_2902,Look it was fun day but you need to do work to make it enjoyable and buy a fast pass!,7/23/24,Weekday,No wait,critical_tolerance,31.679999999999996,satisfied,time_tolerant,0.0,0.0,0.0,0.7424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7424,1,0,0,0,1.0,0,0,2,0.0,0.0,0.3333333333333333,1,0.20807324178110695,0.17,0.0,0.0784313725490196,0.259,0.0,0.0,0.0
2916,5,user_2903,"Very good, experience of a lifetime. If you can, buy UNIVERSAL EXPRESS pass along with the ticket, then you donot have to wait in long lines and can use almost all the best rides in one day. Worth every rupee",7/23/24,Weekday,No wait,high_tolerance,47.52,very_satisfied,time_tolerant,0.6041,0.116,0.3333333333333333,0.8414,0.0,0.0,0.0,0.0,0.0,0.487,0.0,0.8414,1,0,0,0,1.0,0,0,2,0.0,0.0,0.3333333333333333,1,0.18388472742405326,0.416,0.3333333333333333,0.09134615384615384,0.196,0.0,0.0,0.0
2917,1,user_2904,First their staff behaviour was damn worst Simply they treat u like goats .. Next they keep wait time 60-200 min almost 3h.20 min y ? without planning taking too much admission just earn money right?! until 7 pm suddenly they reduced the wait time.. no where u find a chair to sit even u sit some place their staff scold u get away as if they are landlords .. exactly 8 pm they close & they keep open all the sales counters alone y ? To make money ? next food Water bottle(200 ml )-4 Singapore dollar Baby food - 14 Singapore dollars which is worst Food minimum 16 Singapore dollars which is so expensive..! I prefer dont waste ur time money & dignity In between they stop entry ride dont know y? Shows at specific time only so u need to go there,7/23/24,Weekday,Up to 10 min,tolerance_collapse,10.368,dissatisfied,time_tolerant,-0.7399,-0.11,0.3,-0.9064,0.0,0.0,-0.3818,-0.07300000000000001,0.0,-0.18,0.0,-0.9064,1,0,0,5,1.0,0,3,2,0.28,0.8,0.6666666666666666,0,0.2691427382438618,1.0,0.3333333333333333,0.1571698632020348,0.062,0.0,0.0,0.08333333333333333
2919,4,user_2906,"I entered the island by monorail from Vivocity Station. There are two monorails, and it's busy. I arrived at the station at 9:40, but there was already a long line. Apparently, people in China are on summer vacation, so the staff said that it was crowded like this every day. Anyway, it was hot and humid, and being outside was exhausting, and waiting times for popular attractions were up to 80-90 minutes. I bought the Express Pass after thinking it was empty, but it worked great and I'm glad I bought it. The park itself is small and easy to get around. Unfortunately, Minion Park is still under construction.",7/23/24,Weekday,1030 min,high_tolerance,30.0,very_satisfied,time_tolerant,0.631,0.08199999999999999,0.3333333333333333,0.9559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9559,1,0,0,20,1.0,1,0,1,0.2,0.4,0.6666666666666666,1,0.18388472742405326,1.0,0.3333333333333333,0.02773246329526917,0.182,0.0,0.0,0.3333333333333333
2921,1,user_2908,"The worst amusement park experience. When buying things, people who pass the gates quickly jump in line. You have to wait in line for almost an hour for each ride. You also have to spend 4 star coins to rent locker space. The food is terrible. Its chemically flavored juice",7/23/24,Weekday,3060 min,tolerance_collapse,35.0,dissatisfied,time_sensitive,0.0,0.0,0.5,-0.6908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6908,1,0,0,45,1.0,0,0,3,0.0,0.0,0.3333333333333333,0,0.12910944652517686,0.546,0.0,0.02197802197802198,0.044,0.0,0.0,0.75
2923,5,user_2910,"Our experience at Universal Studio Singapore was very nice. We all enjoyed it as a family and took advantage of all the time to experience the games and shows. The most beautiful games were in ancient Egypt. I do not know the name of the game, but we rode in a cart and it moved quickly.. and the story of the game was searching for the book. Also, Shrek Castle and the 4D show inside it was beautiful and entertaining for everyone We purchased Express Entry tickets for the games, which were very useful, saving us a lot of time and queuing, and allowing us to experience all the games",7/23/24,Weekday,Up to 10 min,high_tolerance,31.68,very_satisfied,time_tolerant,0.8748,0.2,0.2,0.9674,0.0,0.0,0.8748,0.2,0.0,0.0,0.0,0.9674,1,0,0,5,1.0,0,3,2,0.16,0.4,0.6666666666666666,1,0.2691427382438618,1.0,0.3333333333333333,0.028375047402351156,0.175,1.0,0.0,0.08333333333333333
2924,5,user_2911,"Although it is small, you can play from the time it opens to the time it closes. Even on a Monday during the summer vacation, it took 30 minutes to queue up to get in. Without buying a quick pass, it took about half an hour to play every facility. In Jurassic Park It took nearly 100 minutes to wait in line for the express boat. The overall tour route was smooth and the performances were remarkable. The future water world blasting show and martial arts action were lifelike. The most fun ones were Transformers/Shrek. The food and drinks in the 4D movie are quite expensive, and it is not possible to enter the park again now, so it is recommended that you bring enough water and snacks to support yourself. Overall, it is a very good experience. It would be better if there were fewer people.",7/23/24,Weekday,3060 min,high_tolerance,55.0,very_satisfied,time_tolerant,0.7322,0.08,0.4,0.5563,0.0,0.0,0.0,0.0,0.0,0.123,0.0,0.9676,1,0,0,45,1.0,2,4,5,0.3272727272727272,0.8,1.0,1,0.2691427382438618,1.0,0.0,0.023376985939800008,0.141,0.0,0.0,0.75
2927,4,user_2914,Not as big as other Universal Studios. Still ok.,7/22/24,Weekday,No wait,high_tolerance,34.559999999999995,satisfied,time_tolerant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0,0,0,2,0.0,0.0,0.3333333333333333,0,0.09966708281315023,0.096,0.3333333333333333,0.11363636363636365,0.0,0.0,0.0,0.0
2928,3,user_2915,"The rush was too much, for every ride the wait was in hours even with express pass it was 15 20 minutes.",7/22/24,Weekday,Up to 10 min,critical_tolerance,19.2,neutral,time_tolerant,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,5,1.0,0,0,1,0.0,0.0,0.3333333333333333,1,0.18388472742405326,0.208,0.0,0.009615384615384616,0.0,0.0,0.0,0.08333333333333333
2929,5,user_2916,smaller than Los Angeles I was able to look around in no time!,7/22/24,Weekday,1030 min,critical_tolerance,32.4,dissatisfied,time_tolerant,0.0,0.0,0.0,-0.3595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3595,1,0,0,20,1.0,0,1,0,0.3,0.3,0.3333333333333333,0,0.2691427382438618,0.124,0.0,0.13886328725038402,0.0,0.0,0.0,0.3333333333333333
2930,5,user_2917,What an amazing experience! It's a must visit. A fantasy world which is teeming with life. Age no bar.. All age groups would enjoy.,7/22/24,Weekday,1030 min,high_tolerance,47.52,very_satisfied,time_tolerant,0.0,0.0,0.0,0.7263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7263,1,0,0,20,1.0,0,0,1,0.0,0.0,0.3333333333333333,0,0.07693508114856429,0.262,0.0,0.1159457167090755,0.239,0.5,0.0,0.3333333333333333
2931,1,user_2918,"Very crowded queues waiting in the heat to play Up to two hours The entry price is high, with no services to mention",7/22/24,Weekday,1 hr,tolerance_collapse,50.0,dissatisfied,time_sensitive,0.0516,0.008000000000000007,1.0,0.0516,0.0,0.0,0.0,0.0,0.0,0.008000000000000007,0.0,0.0516,1,0,0,60,1.0,0,0,1,0.0,0.0,0.3333333333333333,0,0.006242197253433208,0.232,0.0,0.03975095785440613,0.094,0.0,0.0,1.0
2933,5,user_2920,"Incredibly fun..almost flawless..InshaAllah will definitely come back there again..for those from Indonesia, just bring your own raincoat for white water rafting..",7/22/24,Weekend,Up to 10 min,high_tolerance,26.400000000000002,very_satisfied,time_tolerant,0.0,0.0,0.0,0.4019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4019,0,1,0,5,1.0,0,0,1,0.0,0.0,0.3333333333333333,0,0.20807324178110695,0.326,0.3333333333333333,0.024539877300613498,0.119,0.0,0.0,0.08333333333333333
2934,5,user_2921,I had one of the best experience at this place. The rides were stunning and mesmerizing. Especially the Transformers one. This is one of the best places to visit here in Singapore. I wish to visit here another day.,7/22/24,Weekday,Up to 10 min,high_tolerance,106.91999999999999,very_satisfied,time_tolerant,0.6369,0.318,0.2,0.9287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9287,1,0,0,5,1.0,1,0,0,0.8,0.8,0.3333333333333333,0,0.11152725759467333,0.428,0.0,0.03271028037383177,0.281,0.0,0.0,0.08333333333333333
2942,5,user_2929,"The children's favorite paradise is very fun, but it is a bit hotter in summer",7/21/24,Weekday,1030 min,high_tolerance,47.52,very_satisfied,time_tolerant,0.0,0.0,0.0,0.7092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7092,1,0,0,20,1.0,0,0,1,0.0,0.0,0.3333333333333333,0,0.20807324178110695,0.156,0.0,0.012820512820512822,0.365,0.5,0.0,0.3333333333333333
2944,2,user_2931,Good park. Nice rides but ........... Minion land is still under construction. So sad ....,7/21/24,Public holiday,1030 min,tolerance_collapse,13.824000000000002,dissatisfied,time_tolerant,0.0,0.0,0.0,-0.5628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5628,0,0,1,20,1.0,1,0,1,0.2,0.4,0.6666666666666666,0,0.1569912609238452,0.18,0.0,0.044444444444444446,0.18,0.0,0.3333333333333333,0.3333333333333333
2945,5,user_2932,"Love the place, 90% sheltered so when it rained, I remained dry. Food quite expensive but then it is worth it. Remember to bring raincoat for water ride and definitely recommend you to try out Human and Cylon. May seem scary, but after going once, I guarantee youll go again.",7/21/24,Public holiday,No wait,high_tolerance,39.60000000000001,very_satisfied,time_tolerant,0.0,0.0,0.0,0.8381,0.0,0.0,0.0,0.0,0.0,0.227,0.0,0.8381,0,0,1,0,1.0,2,0,1,0.6333333333333333,1.0,0.6666666666666666,0,0.12910944652517686,0.55,0.3333333333333333,0.029090909090909094,0.228,0.0,0.0,0.0
2949,5,user_2936,"Universal Studios is located on Sentosa Island, Singapore. It offers an exciting blend of entertainment, thrills, and cinematic magic. It provides unforgettable experience for visitors of all ages, combining iconic rides, live shows, and beloved characters from blockbuster movies. Universal Studios Singapore is separated into seven themed zones like Hollywood-inspired streets lined with iconic landmarks, the futuristic cityscapes of Sci-Fi City. Park's flagship attractions include: Transformers The Ride - 3D adventure where guests with Optimus Prime and the Autobots battle against the Decepticons. Jurassic Park Rapids Adventure - River raft ride through dinosaur-infested waters with thrilling drops and surprises. Battlestar Galactica: Human vs. Cylon - A dueling roller coaster offering high-speed twists, turns, and loops. Live Shows and Entertainment - Musical performances featuring characters and spectacular stunt shows that recreate scenes from blockbuster films. Meet-and-Greet Opportunities - Chance to meet their favorite movie characters up close like photo with Minions from ""Despicable Me,"" meeting characters from ""Madagascar,"" or dinosaurs from ""Jurassic Park"". The park has a wide array of dining options, ranging from quick bites to themed restaurants providing international cuisine or snacks inspired by popular movie themes. Universal Studios Singapore features themed merchandise shops to purchase souvenirs, apparel, and collectibles. The park provides accessible pathways, wheelchair rentals, and accessible attractions. Informational maps and signage make navigation easy. Friendly staff members are to assist with any inquiries or special requests. Universal Studios Singapore offers a electrifying escape into the worlds of cinema, adventure, and fantasy. The park delivers an action-packed day of fun and excitement. It's a must-visit destination.",7/20/24,Weekday,Up to 10 min,high_tolerance,47.52,very_satisfied,time_tolerant,0.3612,0.106,0.058823529411764705,0.8176,0.0,0.0,0.8316,0.22799999999999998,0.0,0.0,0.0,0.9967,1,0,0,5,1.0,6,6,7,0.34210526315789475,1.0,1.0,0,0.2691427382438618,1.0,1.0,0.031332979288369624,0.248,0.0,0.0,0.08333333333333333
2950,5,user_2937,I really like it. So glad I came here.,7/20/24,Weekday,1030 min,high_tolerance,59.400000000000006,very_satisfied,time_tolerant,0.0,0.0,0.0,0.7258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7258,1,0,0,20,1.0,0,1,0,0.6,0.6,0.3333333333333333,0,0.03771327507282563,0.076,0.0,0.07894736842105263,0.465,0.0,0.0,0.3333333333333333
2951,5,user_2938,"If you are visiting Singapore, you must visit Universal Studios its amazing place for kids, and adults don't miss it",7/20/24,Weekday,1030 min,high_tolerance,31.68,very_satisfied,time_tolerant,0.0,0.0,0.0,0.6421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6421,1,0,0,20,1.0,0,0,1,0.0,0.0,0.3333333333333333,0,0.09966708281315023,0.232,0.3333333333333333,0.04897551224387806,0.226,0.5,0.0,0.3333333333333333
2952,5,user_2939,it's a really nice visit to play. Maybe it's kinda expensive but really worth the price. i really recommend to visit with friends because it's so much fun. Better to visit since morning so you don't need to wait so long,7/20/24,Weekday,Up to 10 min,high_tolerance,31.68,very_satisfied,time_tolerant,0.4404,0.195,0.25,0.9735,0.0,0.0,0.0,0.0,0.0,0.259,0.3,0.9735,1,0,0,5,1.0,0,0,1,0.0,0.0,0.3333333333333333,0,0.20807324178110695,0.438,0.0,0.016076864535768644,0.409,0.5,0.0,0.08333333333333333
2953,5,user_2940,"Universal Studios Singapore is Southeast Asias first and only Universal Studios theme park. Adrenaline-pumping rides, interactive shows, and a wide variety of exciting attractions are based on blockbuster movies and television series that you know and love. We only tried the Transformer ride, and it took almost an hour to get on. If you have patience then go, but if you don't have patience like me then just take pictures everywhere lol We went there on Thursday, and it was still really crowded. Tickets are recommended to be purchased in advance.1",7/20/24,Weekday,1 hr,high_tolerance,70.0,very_satisfied,time_tolerant,0.0,0.0,0.16666666666666666,0.9337,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.883,1,0,0,60,1.0,0,0,2,0.0,0.0,0.3333333333333333,0,0.09966708281315023,1.0,1.0,0.028598564795272268,0.147,0.5,0.0,1.0
2954,1,user_2941,The theme park is from good to very bad renovated so the full circle is blocked. Only theme park that doesn't allow reentry if u forget anything in car or wish to rest at hotel it is not allowed. Selling tickets at extremely high price also no more annual pass and express pass is at 120 same goes for child there isn't any wet weather planning. Food choice is bad expensive and unhealthy why universal why u banned rentry and hide it in terms and conditions List goes on fast pass not applicable for all ride is jus boring.,7/20/24,Weekday,No wait,tolerance_collapse,10.368,dissatisfied,time_tolerant,-0.296,-0.078,0.25,-0.9514,0.0,0.0,0.0,0.0,-0.9337,-0.23,0.0,-0.9514,1,0,0,0,1.0,1,0,4,0.06,0.3,0.6666666666666666,1,0.18388472742405326,1.0,0.0,0.025415000605840298,0.047,0.5,0.0,0.0
2955,5,user_2942,"Amazing n Thrilling attraction, One must visit life time experience, lovely souvenirs for kiddos n youngsters like me, I enjoyed , even full day is not enough to see all attractions @Unviersals",7/19/24,Weekend,3060 min,high_tolerance,55.0,very_satisfied,time_tolerant,0.0,0.0,0.0,0.9694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9694,0,1,0,45,1.0,0,1,0,0.3,0.3,0.3333333333333333,0,0.2691427382438618,0.386,0.3333333333333333,0.035430545275104856,0.471,0.0,0.0,0.75
